nct_id,overall_status,start_date,completion_date,condition,Study design info,eligibility,has_expanded_access,enrollment
NCT04329195,Recruiting,"April 9, 2020","August 9, 2020",History of Cardiovascular Disease Treated With RAS Blockers and With SARS-CoV-2 Infection,"Randomized,Parallel Assignment,Treatment,None (Open Label)","gender:All,Min Age:18 Years,Max Age:N/A",No,554
NCT04473105,Recruiting,"May 1, 2020","July 31, 2020",COVID19,"Other,Prospective","sampling_method:Non-Probability Sample,gender:All,Min Age:18 Years,Max Age:N/A",No,500
NCT04526717,Not yet recruiting,December 2020,December 2021,Covid19,"N/A,Single Group Assignment,Classical 3+3 design to determine MTD.,Treatment,None (Open Label)","gender:All,Min Age:18 Years,Max Age:N/A",N/A,15
NCT04569344,Recruiting,"January 1, 2020","June 21, 2022","Venous Thromboembolism,Covid19","Cohort,Retrospective","sampling_method:Non-Probability Sample,gender:All,Min Age:18 Years,Max Age:N/A",No,40000
NCT04360837,Recruiting,"May 6, 2020","June 1, 2021","COVID-19,Virus; Pneumonia,Atelectasis","N/A,Single Group Assignment,Diagnostic,None (Open Label)","gender:All,Min Age:18 Years,Max Age:99 Years",No,10
NCT04347681,Recruiting,"April 18, 2020","April 11, 2021",Convalescent Plasma for COVID 19,"Non-Randomized,Parallel Assignment,experimental arm receiving convalescent plasma and parallel arm is control.,Treatment,None (Open Label)","gender:All,Min Age:18 Years,Max Age:85 Years",No,575
NCT04443712,Recruiting,"May 29, 2020","December 1, 2021",Coronavirus Disease 2019 (COVID19),"Cohort,Cross-Sectional","sampling_method:Non-Probability Sample,gender:All,Min Age:N/A,Max Age:N/A",No,1900
NCT04376580,Enrolling by invitation,"April 30, 2020","November 30, 2020",COVID 19,"Ecologic or Community,Prospective","sampling_method:Non-Probability Sample,gender:All,Min Age:N/A,Max Age:N/A",No,100
NCT04318015,Recruiting,"April 14, 2020","March 31, 2021","COVID-19,Severe Acute Respiratory Syndrome","Randomized,Parallel Assignment,Triple blinded, randomized controlled trial,Prevention,Quadruple (Participant, Care Provider, Investigator, Outcomes Assessor),Randomization will happen after previous assignment of recruited individual to high-risk or low-risk exposure according to he or her activities. An independent member of the team will randomly assign treatment or placebo following a computer based program. Blinding will end in case elimination criteria are met.","gender:All,Min Age:18 Years,Max Age:N/A",No,400
NCT04384458,Recruiting,"July 20, 2020",April 2021,Coronavirus Infections,"Randomized,Parallel Assignment,The study is a open-blind, randomised trial.,Prevention,None (Open Label)","gender:All,Min Age:18 Years,Max Age:70 Years",No,400
NCT04365634,Completed,"February 2, 2020","April 1, 2020",COVID-19,"Case-Control,Retrospective","sampling_method:Probability Sample,gender:All,Min Age:N/A,Max Age:N/A",No,306
NCT04502368,Recruiting,"August 6, 2020","September 30, 2020","Fiberoptic Bronchoscopy (FOB),Bronchoalveolar Lavage (BAL),Respiratory Disease","Case-Only,Prospective","sampling_method:Non-Probability Sample,gender:All,Min Age:18 Years,Max Age:N/A",No,15
NCT04409496,"Active, not recruiting","June 2, 2020","June 30, 2021",Smoking Cessation,"Randomized,Parallel Assignment,Treatment,Single (Outcomes Assessor)","gender:All,Min Age:18 Years,Max Age:N/A",No,108
NCT04392115,Not yet recruiting,"June 15, 2020","September 15, 2021","Comorbidities and Coexisting Conditions,Social Isolation","Randomized,Parallel Assignment,Health Services Research,Single (Outcomes Assessor)","gender:All,Min Age:65 Years,Max Age:N/A",No,372
NCT04486404,Enrolling by invitation,"April 1, 2020","November 30, 2020",Acute Stress Disorder,"Cohort,Prospective","sampling_method:Non-Probability Sample,gender:All,Min Age:18 Years,Max Age:N/A",No,2500
NCT04382053,Recruiting,"May 27, 2020","December 21, 2020","COVID 19 Pneumonia, Impaired Respiratory Function","Randomized,Parallel Assignment,Treatment,None (Open Label)","gender:All,Min Age:18 Years,Max Age:80 Years",No,120
NCT04410549,Recruiting,"June 1, 2020","December 31, 2020","Covid19,Pulmonary Embolism","N/A,Single Group Assignment,Diagnostic,None (Open Label)","gender:All,Min Age:18 Years,Max Age:N/A",No,10
NCT04445506,Completed,"April 1, 2020","May 31, 2020","Corticosteroids,Covid19,SARS-CoV 2,Steroids,Dexamethasone","Case-Control,Retrospective","sampling_method:Non-Probability Sample,gender:All,Min Age:18 Years,Max Age:N/A",No,50
NCT04443361,Not yet recruiting,"June 22, 2020","July 13, 2020","Insomnia,Metacognitive Beliefs,Anxiety,Depression,Sleep","Other,Prospective","sampling_method:Probability Sample,gender:All,Min Age:18 Years,Max Age:N/A",No,5000
NCT04550403,Recruiting,"July 30, 2020","December 31, 2020","Diabetes Mellitus,Covid19","Cohort,Retrospective","sampling_method:Probability Sample,gender:All,Min Age:N/A,Max Age:N/A",No,700
NCT04434261,Recruiting,"May 11, 2020","December 31, 2020","SARS-CoV-2,Oncology,Surgery","Cohort,Prospective","sampling_method:Probability Sample,gender:All,Min Age:18 Years,Max Age:N/A",No,1500
NCT04536285,Completed,"May 1, 2020","August 31, 2020","Type 1 Diabetes,Covid19","Case-Only,Cross-Sectional","sampling_method:Probability Sample,gender:All,Min Age:1 Year,Max Age:18 Years",No,36
NCT04343248,Recruiting,"May 12, 2020","December 31, 2020","COVID-19,Viral Respiratory Illnesses","Randomized,Parallel Assignment,Prevention,Triple (Participant, Care Provider, Investigator)","gender:All,Min Age:55 Years,Max Age:120 Years",No,800
NCT04389671,Not yet recruiting,"June 1, 2020",November 2020,"COVID-19,Acute Lung Injury/Acute Respiratory Distress Syndrome (ARDS)","N/A,Single Group Assignment,Open-label, single treatment of reconstituted lucinactant, delivered as an intratracheal liquid.,Treatment,None (Open Label)","gender:All,Min Age:18 Years,Max Age:75 Years",No,30
NCT04422678,Not yet recruiting,June 2020,October 2020,COVID-19,"Randomized,Parallel Assignment,Treatment,None (Open Label)","gender:All,Min Age:18 Years,Max Age:N/A",No,30
NCT04342104,Recruiting,"April 1, 2020","September 15, 2020","Respiratory Failure,Covid-19","Cohort,Prospective","sampling_method:Non-Probability Sample,gender:All,Min Age:18 Years,Max Age:N/A",No,100
NCT04462627,Recruiting,"April 14, 2020",December 2020,COVID 19,"Non-Randomized,Parallel Assignment,Prevention,None (Open Label)","gender:All,Min Age:18 Years,Max Age:N/A",No,500
NCT04420390,Recruiting,"May 1, 2020","September 8, 2020",Covid19,"N/A,Single Group Assignment,Treatment,None (Open Label)","gender:All,Min Age:60 Years,Max Age:N/A",No,41
NCT04427566,Recruiting,"July 23, 2020","December 31, 2021",COVID-19,"N/A,Single Group Assignment,Treatment,None (Open Label)","gender:All,Min Age:18 Years,Max Age:N/A",No,24
NCT04326725,"Active, not recruiting","March 20, 2020","September 1, 2020","Pneumonitis,Coronavirus Infection","Case-Control,Prospective","sampling_method:Probability Sample,gender:All,Min Age:20 Years,Max Age:90 Years",No,80
NCT04362813,Recruiting,"April 30, 2020","December 22, 2020",Pneumonia and Cytokine Release Syndrome (Covid-19),"Randomized,Parallel Assignment,Treatment,Double (Participant, Investigator)","gender:All,Min Age:12 Years,Max Age:N/A",N/A,450
NCT04411784,"Active, not recruiting","May 20, 2020",July 2020,"Inflammatory Bowel Diseases,COVID","Case-Control,Retrospective","sampling_method:Probability Sample,gender:All,Min Age:16 Years,Max Age:100 Years",No,200
NCT04386070,Not yet recruiting,"May 15, 2020","May 14, 2026","Pulmonary Complications in Surgical Patients,COVID,Severe Acute Respiratory Syndrome","Randomized,Parallel Assignment,The trial uses a Bayesian adaptive platform design, allowing for termination of arms if their superiority to standard care is established, and addition of new treatment arms. Patients will be randomised 1:1:1:1 to (A) Control (normal practice; neither trial drug), (B) Lopinavir-Ritonavir only, (C) Hydroxychloroquine only, (D) both Lopinavir-Ritonavir and Hydroxychloroquine.,Prevention,None (Open Label)","gender:All,Min Age:16 Years,Max Age:N/A",No,6400
NCT04491240,Enrolling by invitation,"July 20, 2020","January 30, 2021","Covid19,SARS-CoV-2 PNEUMONIA,COVID-19","Randomized,Parallel Assignment,The trial has three groups, each with 30 subjects (n=90). All eligible study subjects will be randomized, double-blinded, to either the two treatment groups or placebo group.,Other,Double (Participant, Care Provider),Two main groups will be provided with exosomes in a specially provided solution, the third group (control) will receive the same solution without exosomes. Due to exosomes are nanoparticles and requires special methods and devices to be detected the hospital staff and patients have no way to check which group receives exosomes.","gender:All,Min Age:18 Years,Max Age:65 Years",No,90
NCT04487990,Recruiting,"June 29, 2020",July 2021,"Acute Kidney Injury,Covid19","Randomized,Parallel Assignment,Clinical trial of treatment, randomized-controlled, parallel, open, with two arms,Treatment,None (Open Label)","gender:All,Min Age:18 Years,Max Age:N/A",No,90
NCT04353245,Not yet recruiting,"June 1, 2020","September 30, 2021","COVID19,Corona Virus Infection,Myocardial Injury,Pneumonia","Case-Control,Prospective","sampling_method:Probability Sample,gender:All,Min Age:18 Years,Max Age:N/A",No,130
NCT04497298,Recruiting,"August 10, 2020",October 2021,COVID-19,"Randomized,Parallel Assignment,Parallel Assignment,Prevention,Quadruple (Participant, Care Provider, Investigator, Outcomes Assessor),As safety precaution, the study will begin with enrollment of two successive unblinded dose groups of sentinel participants randomized into groups of three in an open-label fashion (group A and B). All site personnel, Sponsor and participants will be unblinded.
Then remaining participants will be randomized in a blinded manner to one of three cohorts (A, B, C) and between vacccine candidate and placebo. Site personnel responsible for study medication handling, preparation and Administration will be unblinded, only.","gender:All,Min Age:18 Years,Max Age:55 Years",No,90
NCT04264858,Not yet recruiting,"March 17, 2020","May 31, 2020","2019-nCoV,Immunoglobulin of Cured Patients","Non-Randomized,Parallel Assignment,Treatment,None (Open Label)","gender:All,Min Age:18 Years,Max Age:N/A",No,10
NCT04390503,Recruiting,May 2020,April 2021,"SARS-CoV 2,COVID-19","Randomized,Parallel Assignment,A total of 200 eligible subjects will be randomized in a 1:1 ratio to receive either convalescent plasma qualitatively positive for SARS-CoV-2 antibody (anti-SARS-CoV-2 plasma) or control (albumin 5%),Treatment,Double (Participant, Outcomes Assessor)","gender:All,Min Age:18 Years,Max Age:N/A",No,200
NCT04362085,Recruiting,"May 11, 2020",December 2020,COVID-19,"Randomized,Parallel Assignment,This study is a 2-arm, parallel, pragmatic, multi-centre, open-label randomized controlled trial to determine the effect of therapeutic anticoagulation on the composite outcome of ICU admission, invasive mechanical ventilation and/or death in hospitalized patients with COVID-19.,Treatment,None (Open Label),Blinding of participants, clinical research staff, and clinicians is not possible due to the nature of the intervention. However, the biostatisticians will be blinded at the data analysis phase.","gender:All,Min Age:18 Years,Max Age:N/A",No,462
NCT04400032,Recruiting,"May 15, 2020",June 2021,"Acute Respiratory Distress Syndrome,Covid19","Non-Randomized,Sequential Assignment,This is a dose-escalating and safety trial using a 3+3+3 design to determine the safety, and maximum feasible tolerated dose (MFTD) of intravenously (IV) delivered bone marrow derived MSCs (BM-MSCs).
We will enroll up to 9 patients; each receiving repeated unit doses of BM-MSCs delivered by IV infusion on each of 3 consecutive days (24±4 hours apart) according to the following dose-escalation schedule (3 patients per dose panel): (i) Panel 1: 25 million cells/unit dose (cumulative dose: 75 million MSCs), (ii) Panel 2: 50 million cells/unit dose (cumulative dose: 150 million MSCs), (iii) Panel 3: up to 90 million cells/unit dose (cumulative dose: up to 270 million MSCs).,Treatment,None (Open Label)","gender:All,Min Age:18 Years,Max Age:N/A",No,9
NCT04251767,Withdrawn,"February 5, 2020","April 30, 2020",COVID-19 Complicated With Refractory Intestinal Infections,"Randomized,Parallel Assignment,Treatment,Quadruple (Participant, Care Provider, Investigator, Outcomes Assessor)","gender:All,Min Age:14 Years,Max Age:70 Years",No,0
NCT04372043,Not yet recruiting,"April 30, 2020","September 30, 2020",Sleep Hygiene,"Cohort,Prospective","sampling_method:Non-Probability Sample,gender:All,Min Age:18 Years,Max Age:100 Years",No,1200
NCT04346147,Recruiting,"April 13, 2020",September 2020,COVID-19 Pneumonia,"Randomized,Parallel Assignment,Treatment,None (Open Label)","gender:All,Min Age:18 Years,Max Age:N/A",No,165
NCT04346667,Recruiting,"April 14, 2020","June 30, 2021","SARS-CoV-2,Coronavirus Infection,Asymptomatic Condition,COVID-19","Randomized,Parallel Assignment,Treatment,Double (Participant, Outcomes Assessor)","gender:All,Min Age:20 Years,Max Age:50 Years",No,400
NCT04335851,Completed,"April 6, 2020","June 3, 2020","Social Isolation,Physical Inactivity,Well-Being","Non-Randomized,Parallel Assignment,Treatment,Single (Participant)","gender:All,Min Age:18 Years,Max Age:35 Years",No,68
NCT04385576,Recruiting,"May 15, 2020","December 30, 2020","COVID-19,Airway","Randomized,Crossover Assignment,Basic Science,None (Open Label)","gender:All,Min Age:N/A,Max Age:N/A",No,30
NCT04389684,Recruiting,"May 27, 2020","July 27, 2021","Chemeotherapy,Immunotherapy,Treatment Mofidied,Coronavirus,Quality of Life","Cohort,Prospective","sampling_method:Non-Probability Sample,gender:All,Min Age:18 Years,Max Age:N/A",No,120
NCT04319211,Not yet recruiting,"March 25, 2020","July 20, 2020",Healthy People,"Case-Only,Cross-Sectional","sampling_method:Probability Sample,gender:All,Min Age:18 Years,Max Age:55 Years",No,200
NCT04565197,"Active, not recruiting","May 1, 2020","October 30, 2020",SARS-CoV Infection,"N/A,Single Group Assignment,Qausi-experimental,Treatment,None (Open Label)","gender:All,Min Age:15 Years,Max Age:80 Years",No,20
NCT04516564,Recruiting,September 2020,April 2021,Coronavirus Disease 2019 (COVID-19),"Randomized,Sequential Assignment,Other,Triple (Participant, Care Provider, Investigator)","gender:All,Min Age:18 Years,Max Age:55 Years",No,32
NCT04281693,Not yet recruiting,February 2020,March 2020,Novel Coronavirus Infection Pneumonia,"N/A,Single Group Assignment,Screening,None (Open Label)","gender:All,Min Age:N/A,Max Age:N/A",No,230
NCT04510233,Not yet recruiting,September 2020,December 2020,Covid19,"Randomized,Parallel Assignment,Treatment,None (Open Label)","gender:All,Min Age:18 Years,Max Age:60 Years",No,60
NCT04358003,Recruiting,"May 20, 2020","December 1, 2021","Respiratory Failure,ARDS","N/A,Single Group Assignment,Treatment,None (Open Label)","gender:All,Min Age:18 Years,Max Age:N/A",No,2000
NCT04341480,Not yet recruiting,"April 10, 2020","July 10, 2020",Gynecological Cancer,"Cohort,Prospective","sampling_method:Non-Probability Sample,gender:Female,Min Age:18 Years,Max Age:80 Years",No,207
NCT04545242,Not yet recruiting,"October 7, 2020","December 30, 2023",Acute Hypoxemic Respiratory Failure,"Randomized,Parallel Assignment,Multicenter, randomized, controlled, open-label trial involving mechanically ventilated adult patients with AHRF (including ARDS) caused by confirmed bacterial or viral infections.,Treatment,None (Open Label)","gender:All,Min Age:18 Years,Max Age:N/A",No,980
